title,data sorce,info,details link
한국보훈복지의료공단_코로나19입원환자현황_중앙보훈병원,한국보훈복지의료공단,"중앙보훈병원의 코로나 19 입원환자 현황을 입원실인원, 연인원, 퇴원실인원, 평균재원일수로 구분하여 제공합니다.",https://www.data.go.kr/data/15086940/fileData.do
한국언론진흥재단_미디어이슈_코로나19 관련 정보 이용 및 인식 현황,한국언론진흥재단,한국언론진흥재단 미디어이슈 2020년 2호의 코로나 19 관련 정보 이용 및 인식 현황에 대한 설문조사 데이터입니다.,https://www.data.go.kr/data/15086396/fileData.do
한국언론진흥재단_잡지산업통계_잡지산업_코로나19로 인한 경영난,한국언론진흥재단,잡지산업 코로나19로 인한 경영 위기 자료 입니다. 2020 잡지산업 실태조사에서 제공하는 데이터입니다. 자세한 내용 파일 확인바랍니다.,https://www.data.go.kr/data/15077862/fileData.do
국세청_코로나19 피해 소상공인 영세사업자 체납처분 유예,국세청,코로나19로 인해 경제적 어려움을 겪고 있는 소상공인과 영세사업자에 대해 자금 부담을 덜어주는 등의 세정지원을 홍보하기 위해 제작,https://www.data.go.kr/data/15060859/fileData.do
한국산업안전보건공단_안전보건미디어자료(코로나19 콜센터 예방지침),한국산업안전보건공단,코로나19 확산방지를 위한 콜센터 예방지침,https://www.data.go.kr/data/15066682/fileData.do
중소벤처기업진흥공단_수출바우처사업 코로나19 전용 비대면 서비스 리스트,중소벤처기업진흥공단,"화상상담, 온라인 입접, 비대면 해외영업 등 비대면 서비스를 수행하는 수출바우처사업 코로나 19전용 서비스 리스트입니다.",https://www.data.go.kr/data/15064128/fileData.do
한국산업안전보건공단_안전보건미디어자료(코로나19 꼭 기억해야 할 근로자 수칙),한국산업안전보건공단,사업장 내 코로나19 확산 방지를 위하여 근로자가 지켜야할 수칙을 안내하고자함.,https://www.data.go.kr/data/15066353/fileData.do
기획재정부_코로나19 경제 지원 비상경제회의관련 링크 정보_수시,기획재정부,"코로나19에 연관된 자료(보도자료·정책뉴스·간행물, 경제 지원 비상경제회의 관련 등)에 접근 할 수 있는 링크 정보이며  본 자료는 기획재정부 대표홈페이지에 오픈된 자료임.",https://www.data.go.kr/data/15068567/fileData.do
한국보훈복지의료공단_코로나19 입원환자 현황_대구보훈병원,한국보훈복지의료공단,"- 월별/성별/연령대별 신규입원환자수, 재원환자 연인원, 신규퇴원환자수, 퇴원환자의 평균 재원일수   (대구보훈병원은 코로나19 전담병원으로 지정되어 운영 중)",https://www.data.go.kr/data/15086788/fileData.do
한국산업안전보건공단_안전보건미디어자료(코로나19행동요령및자체점검표),한국산업안전보건공단,"「코로나-19 행동 요령 및 자체 점검표」를 제작하여 고객응대가 많은 서비스업종, 외국인 고용 중소 제조업, 다중이용시설 등에 보급",https://www.data.go.kr/data/15065840/fileData.do
한국개발연구원_코로나19 위기 시 재정의 경기대응에 대한 평가와 시사점,한국개발연구원,"국내에서는 코로나19 위기에 대응하여 과거에 비해 적극적인 재정정책이 이루어짐으로써 경제위축을 일부 완화하였으며, 경제 충격의 크기를 고려하면 단기에서의 재정 대응의 규모는 합리적인",https://www.data.go.kr/data/15081971/fileData.do
기획재정부_코로나 19 극복 추가경정예산 현황 관련 링크 정보,기획재정부,"코로나 19 극복을 위한 추가경정예산 현황과 관련된 자료이며, 관련 자료에 접근할 수 있는 링크 정보를 제공한 자료이며 본 자료는 기획재정부 대표홈페이지에 오픈된 자료임",https://www.data.go.kr/data/15068576/fileData.do
충청남도 당진시_코로나 자가격리자 현황,충청남도 당진시,"당진시 읍면동별 의무격리, 자가격리(유럽, 미국, 기타국가 등), 능동감시한 시민들의 현황에 대한 데이터입니다.",https://www.data.go.kr/data/15091044/fileData.do
한국산업안전보건공단_안전보건미디어자료(코로나19확산방지및추락사망예방을위한사업장준수사항),한국산업안전보건공단,"""코로나19 확산 방지 및 추락사망 예방을 위한 사업장 준수사항1. 사회적 거리 두기2. 코로나19 예방수칙3. 건설업 추락사망 예방 수칙""",https://www.data.go.kr/data/15066360/fileData.do
국토연구원_발간 동향 전문자료 현황(코로나19 영향과 중장기 건설산업 발전전망),국토연구원,"""국토정책브리프""는 국토 전반에 관한 국내외 최신정보와 현안문제『코로나19 영향과 중장기 건설산업 발전전망』를 다루는 전문 정보지입니다.",https://www.data.go.kr/data/15085256/fileData.do
한국고용정보원_영상연구보고서(코로나19로 인해서 지방이 소멸된다고),한국고용정보원,"일자리 관련 연구 보고 영상 자료.관심도가 높은 일자리 관련 영상 보고서 제작(선정 기준 : 원 홈페이지 내 다운로드 수)을 통한 고용노동 관련 영상 정보 구축, 개방.발간되는 연구 보고서를 시각화하여 국민 접근성 및 체감도 증진.대국민 관심도 제고 및 정책 현황 공유 활성화 비정형 데이터 개방을 통한 개방 형태의 다변화.",https://www.data.go.kr/data/15088909/fileData.do
"국토연구원_발간 동향 전문자료 현황(코로나19 시대, 자영업자와 소상공인 지원 방향)",국토연구원,"""국토정책브리프""는 국토 전반에 관한 국내외 최신정보와 현안문제(코로나19 시대, 자영업자와 소상공인 지원 방향)를 다루는 전문 정보지입니다.",https://www.data.go.kr/data/15085572/fileData.do
기획재정부_코로나19 극복 2021년도 예산안 관련 링크 정보,기획재정부,"사회 현안 관련 2021년도 예산안에 관련된 정보(보도자료·인포그래픽·동영상 등)가 조회 가능한 링크를 통합, 정리하여 정보 제공",https://www.data.go.kr/data/15068558/fileData.do
인천광역시 부평구_코로나19 백신별 예방접종 위탁의료기관,인천광역시 부평구,"인천 부평구 22개 동별 백신(화이자, 모더나, 아스트라제네카, 얀센)별 예방접종 가능한 의료기관정보(의료기관명, 전화번호) 안내입니다.",https://www.data.go.kr/data/15085546/fileData.do
"한국산업안전보건공단_안전보건미디어자료(코로나19_예방_및_확산_방지를_위한_사업장_자체_점검표(영문판,중국어판))",한국산업안전보건공단,"「코로나19 예방 및 확산 방지를 위한 사업장 자체 점검표」(영문판, 중국어판) 번역본",https://www.data.go.kr/data/15065889/fileData.do
한국개발연구원_코로나 위기가 초래한 고용구조 변화와 향후 전망,한국개발연구원,"구조모형을 활용하여 대면 중심 직무를 대체하는 기술이 발전하는 시나리오를 시뮬레이션한 결과, 단순노무⋅서비스직의 노동수요가 상대적으로 감소할 것으로 나타남.",https://www.data.go.kr/data/15094373/fileData.do
한국교육과정평가원_코로나19 이후 블렌디드 교육으로의 전환을 위한 기반 탐색: 교사 요구를 중심으로[2020 KICE 이슈페이퍼],한국교육과정평가원,본 연구는 코로나19로 인한 온라인 수업 경험을 미래 교육혁신의 기회로 발전시켜 나가기 위해 미래 교육 실행의 주체가 될 교사를 대상으로 향후 초중등 교육 현장에 안착될 블렌디드 교육,https://www.data.go.kr/data/15083891/fileData.do
한국고용정보원_영상연구보고서(코로나19 이후 청년의 고용동향 및 취업지원 요구는),한국고용정보원,"일자리 관련 연구 보고 영상 자료.관심도가 높은 일자리 관련 영상 보고서 제작(선정 기준 : 원 홈페이지 내 다운로드 수)을 통한 고용노동 관련 영상 정보 구축, 개방.발간되는 연구 보고서를 시각화하여 국민 접근성 및 체감도 증진.대국민 관심도 제고 및 정책 현황 공유 활성화 비정형 데이터 개방을 통한 개방 형태의 다변화.",https://www.data.go.kr/data/15088922/fileData.do
"인사혁신처_(나라배움터 열린강좌)색다른 도전, 언택트 플립러닝 포스트코로나 이미 변화는 시작되었다",인사혁신처,"(나라배움터_열린강좌) 「색다른 도전, 언택트 플립러닝」 포스트코로나 이미 변화는 시작되었다.* 별도 수강신청 없이 바로 학습하실 수 있습니다.",https://www.data.go.kr/data/15083429/fileData.do
국토연구원_국토 지도 정보(코로나19 확진자수 상위 60개국의 소득 및 확진자수 현황),국토연구원,"""국토연구원 국토 지도 정보""는 국토연구원에서 공간분석한 결과를 지도로 제작하여 제공",https://www.data.go.kr/data/15074939/fileData.do
한국산업안전보건공단_안전보건미디어자료(외국인노동자용코로나바이러스감염증_19예방수칙),한국산업안전보건공단,"""외국인 고용허가제 송출국가 16개국 언어 번역 - 압축파일 참조 (중국,베트남,우즈베키스탄,네팔,몽골,태국,캄보디아,스리랑카,인도네시아,미얀마,키르기스스탄,파키스탄,필리핀,방글라데시,동티모르,라오스)""",https://www.data.go.kr/data/15066967/fileData.do
그랜드코리아레저(주)_위기극복 활동 보고서,그랜드코리아레저(주),"코로나-19 상황에 따른 대응 상황과 고객 및 직원  안전확보, 회사 경영내실화, 코로나 상황에서도 사회가치 활동등의 내용을 담은 보고서 입니다.",https://www.data.go.kr/data/15081408/fileData.do
경기도_이천시_약국현황,경기도 이천시,"경기도 이천시 약국현황으로 약국 소재 행정동, 약국명칭, 전화번호, 소재지 지번주소, 소재지 도로명주소, 자료기준일 정보를 제공",https://www.data.go.kr/data/15010781/fileData.do
서울특별시 동작구_선별진료소,서울특별시 동작구,"이 데이터는 서울특별시 동작구_선별진료소 현황입니다. 이 데이터에는 의료기관명, 평일/토요일/일요일 및 공휴일 운영시간, 대표전화번호, 관할보건소 등이 포함되어 있습니다.",https://www.data.go.kr/data/15065156/fileData.do
서울특별시 동작구_국민안심병원,서울특별시 동작구,"이 데이터는 서울특별시 동작구 소재의_국민안심병원 현황입니다. 이 데이터에는 의료기관명,주소,외래여부 및 입원여부(유형A:외래진료, 유형B:외래진료 및 입원) 등이 포함되어 있습니다.",https://www.data.go.kr/data/15065159/fileData.do
경기도_안심식당 정보,경기도,경기도 내 안심식당에 대한 정보입니다.※ 안심식당 : 일반음식점 중 식사문화 개선 과제 및 생활방역 수칙을 준수하는 업소,https://www.data.go.kr/data/15065521/fileData.do
부산광역시 북구_안심식당,부산광역시 북구,"부산광역시 북구 관내에 있는 식사문화 개선 과제 및 생활방역 수칙을 준수하는 안심식당 현황 데이터로 사업장명, 업종, 전화번호, 안심식당 지정일 등의 항목을 제공하고 있습니다.",https://www.data.go.kr/data/15088397/fileData.do
경기도 파주시_소독업소,경기도 파주시,"파주시에 소재한 소독업소들에 대한 데이터로서 소독업소명칭, 소재지도로명주소, 소독업소 신고일자, 전화번호, 관리기관, 관리기관 전화번호 등의 정보를 제공합니다.",https://www.data.go.kr/data/15083963/fileData.do
인천광역시 미추홀구_국민안심병원,인천광역시 미추홀구,"인천광역시 미추홀구에 위치한 국민안심병원 현황입니다.이 데이터에는 의료기관명, 도로명주소, 전화번호 등이 포함되어있습니다.",https://www.data.go.kr/data/15090716/fileData.do
인천광역시 미추홀구_선별진료소,인천광역시 미추홀구,"인천광역시 미추홀구에 위치한 선별진료소에 대한 데이터입니다.이 데이터는 선별진료소명, 도로명주소, 운영시간, 전화번호 등을 제공합니다.",https://www.data.go.kr/data/15090748/fileData.do
대구광역시 달성군_소독업체 현황,대구광역시 달성군,"대구 달성군에 코로나-19와 관련하여 소독업체 현황에 관한 자료로 업체명, 업체 주소, 전화번호 등의 데이터를 제공",https://www.data.go.kr/data/15080724/fileData.do
서울특별시 성북구_월곡구립배드민턴전용체육관 운영시간,서울특별시 성북구,"월곡구립배드민턴전용체육관 코로나 대응 운영시간 안내, 수시로 변하는 수도권 코로나 거리두기 단계에 대응한  부분 운영시간 안내",https://www.data.go.kr/data/15088834/fileData.do
대한적십자사_대한적십자사 무료급식소,대한적십자사,코로나 상황으로 인해 현재는 무료급식소를 운영하고 있지 않습니다.무료급식소정보_(코로나로 상황으로 제공 중지),https://www.data.go.kr/data/15089276/fileData.do
대전광역시_노숙인시설 물품 지원현황,대전광역시,대전광역시 코로나19관련 노숙인시설 물품 지원현황 입니다.,https://www.data.go.kr/data/15072683/fileData.do
한국산업안전보건공단_안전보건미디어자료(산업용 방진마스크 올바른 사용법),한국산업안전보건공단,코로나19관련 산업용 방진마스크 올바른 사용법 홍보 자료,https://www.data.go.kr/data/15067475/fileData.do
국방부_군 검사기관 PCR 현황,국방부,코로나19 관련 군 검사기관에서  시행하는 PCR 검사 건수(인원)를 나타낸 데이터 입니다.21년 1월부터 6월까지 현황임.,https://www.data.go.kr/data/15090319/fileData.do
한국개발연구원_청년 고용의 현황 및 정책제언,한국개발연구원,"청년 고용은 2019년 4/4분기에 양적인 개선 흐름이 나타났으나, 코로나19 보건위기로 인해 경기가 급격히 위축되며 부정적 충격이 불가피할 전망임.",https://www.data.go.kr/data/15060034/fileData.do
교육부_미디어 리터러시 교육 자료,교육부,코로나19 관련 미디어 리터러시 교육을 위한 웹포스터 및 카드뉴스(가정에서의 미디어 리터러시 활동),https://www.data.go.kr/data/15050340/fileData.do
강원도 원주시_원주시청홈페이지 홈페이지개선의견,강원도 원주시,강원도 원주시청홈페이지에 등록되어 있는 여러가지 홈페이지 개선의견(ex-원주코로나대책)과 조회수를 제공합니다.,https://www.data.go.kr/data/15090930/fileData.do
교육부_미디어 리터러시 교육 자료(영문),교육부,코로나19 관련 미디어 리터러시 교육을 위한 웹포스터 및 카드뉴스(가정에서의 미디어 리터러시 활동)_영문,https://www.data.go.kr/data/15050339/fileData.do
부산광역시 금정구_노인복지관 프로그램,부산광역시 금정구,"금정구 관내 노인복지관 프로그램 현황(시간, 요일, 코로나19상황, 일시, 프로그램 내용 등)입니다. 업무에 참고하시기 바랍니다.",https://www.data.go.kr/data/3073019/fileData.do
한국산업안전보건공단_안전보건미디어자료(리플릿_일터에서생활속거리두기),한국산업안전보건공단,코로나19의 장기화 예상에 따라 새롭게 시행한 「생활 속 거리두기 지침」을 리플릿을 통해 안내함으로써 일상 생활과 사회·경제활동을 영위할 수 있도록 하고자 함,https://www.data.go.kr/data/15066136/fileData.do
한국산업안전보건공단_안전보건미디어자료(포스터_일터에서생활 속거리두기_일반사업장용),한국산업안전보건공단,코로나19의 장기화 예상에 따라 새롭게 시행한 「생활 속 거리두기 지침」을 포스터를 통해 안내함으로써 일상 생활과 사회·경제활동을 영위할 수 있도록 하고자 함.,https://www.data.go.kr/data/15066138/fileData.do
한국산업안전보건공단_안전보건미디어자료(OPL_일터에서 생활 속 거리두기),한국산업안전보건공단,코로나19의 장기화 예상에 따라 새롭게 시행한 「생활 속 거리두기 지침」을 OPL을 통해 안내함으로써 일상 생활과 사회·경제활동을 영위할 수 있도록 하고자 함,https://www.data.go.kr/data/15066170/fileData.do
한국산업안전보건공단_안전보건미디어자료(스티커_일터에서생활속거리두기),한국산업안전보건공단,코로나19의 장기화 예상에 따라 새롭게 시행한 「생활 속 거리두기 지침」을 스티커를 통해 안내함으로써 일상 생활과 사회·경제활동을 영위할 수 있도록 하고자 함,https://www.data.go.kr/data/15065901/fileData.do
한국국제협력단_KOICA 개발협력 영상 정보,한국국제협력단,(코로나19 영상 FAQ 포함),https://www.data.go.kr/data/15074674/fileData.do
대전광역시_미용경연대회,대전광역시,"대전광역시 미용경연대회 현황 - 개최: 제1회(1999년)~제12회(2019년) - 개최 예정: 제13회(2021년, 코로나19 상황을 반영하여 결정 예정)",https://www.data.go.kr/data/15077241/fileData.do
대전광역시_여성가족원 2020 대전 미래여성 아카데미 운영현황,대전광역시,"코로나때문에 원활한 운영에 어려움이 있었지만, 리더십을 갖춘 여성을 양성하기 위해 운영하였습니다.",https://www.data.go.kr/data/15077770/fileData.do
한국개발연구원_가계부문 유동성 위험 점검과 정책적 시사점,한국개발연구원,"본고는 코로나19 위기로 인한 가계의 유동성 위험을 스트레스 테스트 방식에 의해 분석하고, 가계에 대한 직접적인 정책지원의 효과를 평가하고자 함.",https://www.data.go.kr/data/15061880/fileData.do
한국산업안전보건공단_안전보건미디어자료(포스터_ 일터에서생활속거리두기_방문서비스용),한국산업안전보건공단,코로나19의 장기화 예상에 따라 새롭게 시행한 「생활 속 거리두기 지침」을 포스터를 통해 안내함으로써 방문형태 근로자의 사회·경제활동을 영위할 수 있도록 하고자 함.,https://www.data.go.kr/data/15065850/fileData.do
대구광역시_대구미술관 이용객 수,대구광역시,2011년부터 2020년까지 대구미술관 이용객을 월별 및 연도별 집계한 자료이며코로나19로 2020년 자료는 제한 입장과 임시휴관으로 실적이 부진함.,https://www.data.go.kr/data/15078133/fileData.do
그랜드코리아레저(주)_인재개발백서,그랜드코리아레저(주),"2020년 그랜드코리아레저(주) 인재개발 활동을 담은 백서로 HRD교육체계, 코로나 상황에 따른 대응 노력, 미래의 인재육성 계획등이 기록되어 있습니다.",https://www.data.go.kr/data/15080902/fileData.do
서울특별시관악구시설관리공단_관악구시설관리공단 산하 체육센터 강좌 등록 및 수강 정보,서울특별시관악구시설관리공단,(코로나19로 현재 운영 중단 상태입니다. ),https://www.data.go.kr/data/3077322/fileData.do
방위사업청_방산 전시회 정보,방위사업청,코로나-19로 인해 20년 7월 이후 해외 전시회 정보는 없습니다.,https://www.data.go.kr/data/3084450/fileData.do
해양경찰청 해양경찰교육원 대국민 교육현황,해양경찰청,(2020년 코로나19 여파로 대국민 교육실적 없음),https://www.data.go.kr/data/15037886/fileData.do
한국산업안전보건공단_안전보건미디어자료( 일터에서 생활 속 거리두기_콜센터용_포스터),한국산업안전보건공단,코로나19의 장기화 예상에 따라 새롭게 시행한 「생활 속 거리두기 지침」을 포스터를 통해 안내함으로써 고객응대 근로자의 사회·경제활동을 영위할 수 있도록 하고자 함.,https://www.data.go.kr/data/15066337/fileData.do
문화재청_문화유산_ASMR_국가무형문화재 87호 명주짜기,문화재청,코로나19로 외출 한번  하기가 힘든 요즘....집안에서 지친 몸과 마음을 위로해줄 문화유산 ASMR.,https://www.data.go.kr/data/15064765/fileData.do
부산광역시교육청_부산유아교육 관련 정보 서비스(교수학습자료실),부산광역시교육청,(부산광역시교육청) 코로나19 대응 원격수업에 관한 자료로 EBS [우리집 유치원] 방송 내용 및 원격수업자료 등의 항목을 제공합니다.,https://www.data.go.kr/data/15050373/fileData.do
전라북도_데미샘 자연 휴양림 현황,전라북도,"전라북도 데미샘자연휴양림 정보 및 예약률※성수기(7/15~8/24) , 주말(연중 금, 토, 공휴일 전일) 코로나19 예방을 위한 운영 중단 (8/21 ~ 10/13",https://www.data.go.kr/data/3080888/fileData.do
경찰청 강원도경찰청_홍보관 연간 관람객 현황,경찰청 강원도경찰청,"2015-2020년까지 유치원생/ 초중고생/ 성인 관람객 수를 제공하며,코로나로 인해 2020년부터는 폐쇄 상태라 관람객 수가 0입니다.",https://www.data.go.kr/data/15070250/fileData.do
국방부_해사학보 이미지,국방부,"주요 학보 내용으로는 제 55대 해군사관학교 교장 김명수 제독 취임, 사관생도 신앙생활의 등대가 되어줄 "" 해사교회 착공"" 코로나 시대에 맞게 비대면 원격수업으로",https://www.data.go.kr/data/15068763/fileData.do
(주)한국가스기술공사_백신보관시설 비상대응 운영내역,(주)한국가스기술공사,코로나19 백신의 원활한 유통을 위한 국내유일 초저온 물류창고 시설의 비상대응반 운영내역 공개로 국민의 안전과 신뢰 제고,https://www.data.go.kr/data/15091109/fileData.do
경기도 고양시_반려견 놀이터 현황,경기도 고양시,현재 코로나-19 4단계 격상으로 관내 반려견 놀이터 임시휴장 중으로 관련 자세한 내용은 홈페이지를 참조해 주시기 바랍니다.,https://www.data.go.kr/data/15084468/fileData.do
여수광양항만공사_여수광양항만공사_크루즈항입항스케쥴,여수광양항만공사,여수항 크루즈터미널에 운항하는 크루즈선 관련 공공데이터 입니다. 2020년과 2021년의 크루즈선박 입항계획이 코로나 상황으로 인하여 전면취소되어 한시적으로 데이터가 없는 점 양해부탁드립니다,https://www.data.go.kr/data/15059683/fileData.do
대전광역시_동부여성가족원 기별 교육 수료 통계_21년1기,대전광역시,코로나19로 감염취약강좌 중단과 수료는 미반영되었습니다.,https://www.data.go.kr/data/15077739/fileData.do
한국조세재정연구원_5월호 재정포럼,한국조세재정연구원,"□ 장우현 연구위원은「신용카드 자료를 활용한 코로나19의 경제적 영향분석과 재난지원금 설계 개선 제언」에서 코리아크레딧뷰로(KCB), 한국기업데이터(KED), BC카드",https://www.data.go.kr/data/15081012/fileData.do
강원도 속초시_월별 확진자 수,강원도 속초시,공공데이터 포털 사이트(http://www.data.go.kr)를 통해 접수된 공공데이터 제공 요청 민원요청으로 2020년 1월 부터 2021년 7월까지 코로나 19 발생 확진자 인원수,https://www.data.go.kr/data/15085498/fileData.do
서울특별시 은평구_노인교실현황,서울특별시 은평구,서울특별시 은평구 노인교실현황 데이터로  노인교실명 및 노인교실 소재지도로명 주소 정보를 제공 하며 코로나 상황 종료 후  수업 등에 대한 정보  제공 예정,https://www.data.go.kr/data/15085362/fileData.do
대전광역시_화랑 현황,대전광역시,코로나 19상황에 화랑의 개수와 운영은 각 사업장의 상황에 따라 변경될 수 있음을 알려드립니다.,https://www.data.go.kr/data/15062404/fileData.do
서울특별시 금천구_문자메시지 현황,서울특별시 금천구,"행사안내, 구정홍보, 민원처리 안내, 직원간 업무연락, 코로나관련 안내, 새올, 인감, 다면평가, 대사증후군 등의 문자메시지 발송 현황",https://www.data.go.kr/data/15087845/fileData.do
여수광양항만공사_여수항 크루즈선 정보,여수광양항만공사,"선명, 선사, 국적, 총톤수, 길이 등 데이터로 구성되어 있습니다. 2020년과 2021년은 코로나 상황으로 크루즈선의 스케줄이 모두 취소된 관계로 데이터가 없는점 양해부탁드립니다.",https://www.data.go.kr/data/15038065/fileData.do
부산광역시 영도구_민방위 교육 일정 정보,부산광역시 영도구,코로나19로 인하여 2021년 집합교육 미실시에 따라 민방위대장 및 모든 연차의 대원에 대하여 사이버민방위교육을 실시하고 2021년 교육 미이수자에 대하여는 과태료 부과 예정입니다.,https://www.data.go.kr/data/15063447/fileData.do
한국산업안전보건공단_(캠페인) 끼임사고 예방 일제점검 안내 및 자율점검표 OPS,한국산업안전보건공단,"끼임사고 예방 일제점검 안내 및 자율점검표 OPS로 끼임사고 예방 일제점검 안내, 끼임 예방을 위한 자율점검표, 코로나19 방역 및 폭염 관련 점검표 등의 정보를 제공합니다.",https://www.data.go.kr/data/15087976/fileData.do
(주)한국가스기술공사_일자리창출을 위한 교육훈련 지원사업 내역,(주)한국가스기술공사,민.관 협업 직무교육 프로그램 및 일자리 매칭 내역 데이터를 공개함으로써 코로나19 확산 장기화에 따른 취업 취약계층 고용해소 및 지역사회 포용적 일자리 창출기여,https://www.data.go.kr/data/15090528/fileData.do
제주특별자치도_국제크루즈기항실적,제주특별자치도,*코로나19로 2020년 이후 데이터 없음,https://www.data.go.kr/data/15056327/fileData.do
경기도 이천시_시내버스 시간표,경기도 이천시,"이천시 시내버스 시간표로 노선번호 기점, 도착, 경유지, 운행시간,  평일, 토요일,  배차시간표 확인 가능(현재 코로나 19 장기화로 일부노서 감회운행)",https://www.data.go.kr/data/3038199/fileData.do
한국교육과정평가원_원격수업에 따른 학생평가 제도의 현장 적합성 검토[2020 KICE 이슈페이퍼],한국교육과정평가원,본 연구는 코로나19로 인해 원격교육이 보편화되면서 원격수업에서 학생평가에 대한 실태를 파악하고 원격수업과 관련하여 수립된 학생평가 제도에 대한 현장 적합성을 검토하여 개선 방향을,https://www.data.go.kr/data/15083882/fileData.do
대전광역시_자치구별 신용카드(KB국민카드) 매출액,대전광역시,"코로나 19에 한하여 비교 가능한 2019년 3월 ~ 7월, 2020년 3월~7월까지의 매출액 현황입니다.",https://www.data.go.kr/data/15064213/fileData.do
한국산업안전보건공단_(캠페인) 추락사고 예방 일제점검 안내 및 자율점검표 OPS,한국산업안전보건공단,"추락사고 예방 일제점검 안내 및 자율점검표 OPS로 추락사고 예방 일제점검 안내, 추락 예방을 위한 자율점검표, 코로나19 방역 및 폭염 관련 점검표 등의 정보를 제공합니다.",https://www.data.go.kr/data/15087978/fileData.do
(주)한국가스기술공사_소상공인 고용보험료 지원내역,(주)한국가스기술공사,"코로나19 확산 장기화에  따른 경기불활 여파로 대전지역 영세소상공인 폐업과 실업자가 증가함으로써, 민간 일자리 창출 및 고용안전을 위해 고용보험 지원내역으로소상공업체가 참고할수",https://www.data.go.kr/data/15090449/fileData.do
대전광역시_시민과의 대화 현황,대전광역시,시민과의 대화 현황과 관련된 파일로써 2020년 상반기와 하반기로 나눈 추진현황과 2021년 추진계획에 대한 내용을 포함한 데이터입니다. 2020년부터 코로나19 비상상황 발생 및,https://www.data.go.kr/data/15081703/fileData.do
한국과학창의재단_SW교육 페스티벌 영상 콘텐츠 목록,한국과학창의재단,"2020년 SW교육 페스티벌은 코로나19 확산으로 인해 강연, 현장교사의 수업 시연 등이 사전녹화 영상으로 이루어짐.해당 파일은 강연 제목, 연사, 영상링크 등을 담고 있어 SW교육에",https://www.data.go.kr/data/15091325/fileData.do
과학기술정보통신부 국립전파연구원_태양흑점활동정보,과학기술정보통신부 국립전파연구원,"태양에서 관측되는 흑점군, 코로나홀, 필라멘트 탐지 및 정량적 인자의 정보를 제공합니다.해당 데이터가 보유한 컬럼은 다음과 같습니다.",https://www.data.go.kr/data/15050504/fileData.do
한국교육과정평가원_학교 교육에서의 인공지능 및 에듀테크 활용 방안 탐색[2020 KICE 이슈페이퍼],한국교육과정평가원,본 연구는 코로나 19로 인해 인공지능 기반 에듀테크의 도입과 활용에 대한 관심이 확산되는 상황에서 학교 교육에서의 AI 및 에듀테크의 활용 가능성을 가늠해 보고 교수학습 장면에서의,https://www.data.go.kr/data/15083871/fileData.do
한국교육과정평가원_국외 COVID-19 대응 학생평가 사례분석 및 시사점[2020 KICE 이슈페이퍼],한국교육과정평가원,본 연구는 사상 초유의 코로나 바이러스 감염증-19 범유행 (COVID-19 pandemic)에 대응하여 주요 국가에서 국가/주 수준 학생평가를 시행한 방안을 분석하여 포스트코리아,https://www.data.go.kr/data/15083884/fileData.do
한국국제협력단_KOICA 국별 개발협력동향,한국국제협력단,"제공하는 국가별 개발 협력 동향정보로 국가, 구분(공여국/수원국/국제기구/KOICA), KOICA 5대분야 및 기타, 동향기사 제목 및 본문내용, 출처, 링크, 작성자, 검토자, 코로나19",https://www.data.go.kr/data/15052910/fileData.do
한국가스공사_평택생산기지 입항선박 데이터,한국가스공사,"코로나 확산방지 관련 평택생산기지 입항선박 데이터로 선박명, 평택기지  입항일자, 평택기지 출항일자, 선적지, 운송일자(선적지), 운송일자(평택기지)의 속성정보를 포함하고 있습니다.",https://www.data.go.kr/data/15066534/fileData.do
부산항만공사_부산항 크루즈 스케줄 정보,부산항만공사,"- 코로나19 확산에 따라, 글로벌크루즈선사는 크루즈 운항을 잠정 중단하였습니다.",https://www.data.go.kr/data/15040578/fileData.do
경기관광공사_경기도 착한여행 캠페인 참여 관광업체,경기관광공사,"코로나19로 인한 관광업계 침체 극복을 위해 실시한 여행 캠페인(2020.5.11.~5.24.)으로, 경기도 내 관광업체의 입장권을 할인가에 선구매하고 2021년 12월까지 사용할",https://www.data.go.kr/data/15061310/fileData.do
대전광역시_식품접객업소 특사경 지명분야 ’21년 세부 추진계획,대전광역시,식품접객업소 특사경 지명분야 ’21년 세부 추진계획- 코로나19 확산에 따른 시민안전 먹거리 확보를 위한 식품접객업소 위법행위 단속- 식중독 예방을 위한,https://www.data.go.kr/data/15077557/fileData.do
경기도 성남시_성남종합운동장 체육프로그램 정보,경기도 성남시,※ 코로나19로 인하여 현재 체육프로그램 강좌는 일일발권(현장) 또는 온라인 강의로 대체되고 있습니다.,https://www.data.go.kr/data/15031495/fileData.do
경기도 성남시_국가예방접종_위탁의료기관_현황,경기도 성남시,"성남시내 국가예방접종지원사업 참여병원 현황 데이터로, 구별,동별, 의료기관명, 예방접종별(어린이국가예방접종, 건강여성첫걸음클리닉, B형주산기, 인플루엔자, 폐렴구균, A형간염, 기타, 코로나",https://www.data.go.kr/data/15000821/fileData.do
부산광역시_승용차요일제관리시스템 시행요일정보,부산광역시,"(단속시작시간, 단속종료시간, 요일제위반 정보 등)※ 코로나19 확산예방을 위해 2020.2.24.부터 현재까지 위반단속을 실시하지 않고 있음(추후 정상운영시 ""단속 유무""",https://www.data.go.kr/data/15081944/fileData.do
